Locality,Total_SqFt,BHK,Bathrooms,Dist_to_School_km,Dist_to_Hospital_km,Dist_to_Railway_km,Parking_Available,Gated_Security,Price_INR
Gopala,3363,4,4,2.21,3.08,5.59,0,0,18123000.0
Gadikoppa,1547,2,3,2.25,1.47,3.33,1,1,11129000.0
Vinoba Nagar,3786,4,4,1.8,1.31,9.39,0,0,25606000.0
Gadikoppa,2673,3,3,1.55,1.4,9.26,1,0,19208000.0
Gadikoppa,1390,2,2,0.86,1.7,5.84,0,1,10186000.0
Basavanagudi,3181,4,4,0.24,0.9,1.58,1,0,23970000.0
Gadikoppa,1352,2,2,2.33,2.6,5.96,1,1,10149000.0
Gadikoppa,1587,2,3,1.43,1.49,11.06,1,1,11978000.0
Sulebailu,2186,3,4,4.13,5.4,7.85,1,0,8336000.0
Basavanagudi,4366,4,4,0.41,0.73,11.19,1,0,32929000.0
KHB Colony,3279,4,4,1.36,2.26,8.86,1,0,18616000.0
Vinoba Nagar,1995,3,3,1.95,1.08,6.28,1,0,13444000.0
Vinoba Nagar,1753,3,4,1.11,0.94,6.87,1,1,12149000.0
Basavanagudi,1530,2,2,0.25,0.47,11.18,1,0,11640000.0
Alkola,1369,2,2,2.5,4.15,5.49,1,0,6750000.0
Gopala,1957,3,3,1.06,1.8,7.96,1,0,10448000.0
Vinoba Nagar,2028,3,3,0.71,1.54,1.41,0,1,13942000.0
Alkola,1279,2,2,1.32,4.03,3.39,1,0,6149000.0
KHB Colony,1272,2,2,1.4,2.97,6.9,1,0,7501000.0
Vinoba Nagar,1753,3,3,0.52,0.6,7.59,1,1,12263000.0
Basavanagudi,637,1,1,0.36,1.2,3.31,1,0,4942000.0
Alkola,3384,4,4,2.29,2.53,7.69,0,0,17232000.0
Gopala,4461,4,4,1.06,1.8,7.85,1,0,24217000.0
Basavanagudi,4143,4,4,1.33,0.88,8.36,1,0,30988000.0
Gopala,1150,2,2,2.84,3.41,1.87,1,0,5926000.0
Gadikoppa,2121,3,4,1.73,2.92,10.93,1,0,15079000.0
Gopala,3951,4,4,1.77,2.54,1.49,1,0,21121000.0
Alkola,1623,3,4,1.68,4.13,7.39,0,0,8011000.0
Alkola,2833,4,4,1.59,4.12,6.42,1,0,14147000.0
KHB Colony,3093,4,4,1.83,1.81,4.67,1,0,17700000.0
Alkola,4303,4,4,1.5,2.27,3.63,1,0,21992000.0
Alkola,2023,3,4,1.69,2.77,1.39,1,0,10594000.0
Bommanakatte,3450,4,4,4.91,5.13,3.84,1,0,14809000.0
Gadikoppa,1906,3,3,0.91,2.42,1.23,1,1,14044000.0
Sulebailu,3460,4,4,3.16,8.41,3.18,1,0,12862000.0
Sulebailu,1366,2,2,3.96,8.62,2.39,0,0,4658000.0
Gadikoppa,1647,3,3,2.45,1.75,11.16,1,0,11814000.0
Gopala,736,1,1,2.98,2.16,8.39,0,0,3747000.0
KHB Colony,3050,4,5,1.28,1.75,9.32,1,0,17929000.0
Gopala,4035,4,5,1.2,2.53,11.27,1,0,21754000.0
Gadikoppa,2329,3,4,2.25,2.57,2.85,1,1,17114000.0
Alkola,1504,2,2,1.87,3.35,1.55,0,0,7574000.0
Alkola,1159,2,2,1.23,2.75,3.74,1,0,6032000.0
Bommanakatte,2611,3,3,3.52,6.96,1.62,0,0,10795000.0
Gadikoppa,3496,4,4,1.52,2.05,7.18,0,0,24935000.0
Gopala,2022,3,3,1.42,1.79,11.67,0,0,10864000.0
Alkola,1967,3,4,1.22,3.74,8.07,1,0,10063000.0
KHB Colony,1574,2,2,1.16,1.49,10.26,1,0,9192000.0
KHB Colony,2604,3,3,1.65,1.18,11.43,1,0,15060000.0
Gopala,3877,4,4,1.1,2.74,2.36,1,0,21103000.0
Vinoba Nagar,1977,3,4,1.05,1.25,2.67,1,1,13592000.0
Bommanakatte,2558,3,3,2.76,5.88,2.34,1,0,10698000.0
KHB Colony,2365,3,3,1.55,1.35,5.17,1,0,13934000.0
Gadikoppa,3027,4,4,2.23,2.79,11.12,0,1,21901000.0
Gopala,1664,3,4,2.59,3.3,1.95,1,0,8996000.0
KHB Colony,934,2,2,1.02,1.8,7.05,1,0,5590000.0
Vinoba Nagar,1351,2,3,1.78,0.81,11.72,1,1,9486000.0
Sulebailu,4445,4,5,3.91,7.55,4.85,1,0,17000000.0
Gopala,835,1,1,1.51,2.41,10.28,0,0,4228000.0
Gadikoppa,1348,2,2,2.02,2.43,3.28,1,1,9929000.0
Gopala,736,1,2,1.78,3.88,4.52,1,0,3870000.0
Vinoba Nagar,3994,4,4,0.62,1.95,4.43,1,1,27630000.0
Sulebailu,1759,3,3,4.13,6.47,6.79,1,0,6533000.0
Vinoba Nagar,3832,4,4,1.51,1.04,4.05,1,1,26569000.0
Gopala,4445,4,4,2.02,2.86,4.95,0,0,23933000.0
Gopala,1568,2,2,1.82,2.67,1.58,0,0,8316000.0
KHB Colony,2700,3,3,1.74,1.34,3.09,1,0,15937000.0
Sulebailu,1379,2,2,4.94,7.6,10.07,1,0,4951000.0
Alkola,4111,4,4,2.06,2.02,6.7,0,0,20733000.0
KHB Colony,830,1,1,1.97,2.08,6.04,1,0,4711000.0
Gadikoppa,4099,4,4,1.44,1.91,7.4,1,0,29543000.0
KHB Colony,2168,3,3,1.66,1.68,11.29,1,0,12684000.0
Gadikoppa,2513,3,3,1.7,2.06,1.31,1,1,18357000.0
Sulebailu,2103,3,3,5.23,6.12,7.21,0,0,7922000.0
Sulebailu,2984,4,4,3.83,6.99,4.62,1,0,11238000.0
Gopala,4052,4,4,2.76,2.01,10.61,0,0,21614000.0
Sulebailu,2173,3,3,5.82,5.19,4.87,1,0,8237000.0
Vinoba Nagar,2726,3,4,1.14,1.27,11.07,1,1,18776000.0
Alkola,825,1,1,1.65,2.39,11.42,1,0,4223000.0
Gadikoppa,1493,2,2,1.94,2.88,10.7,1,1,11149000.0
Vinoba Nagar,3985,4,5,1.29,1.04,1.23,1,0,27450000.0
KHB Colony,1916,3,3,1.97,1.97,1.7,1,0,10812000.0
Sulebailu,3471,4,5,4.85,6.62,1.45,1,0,13074000.0
Bommanakatte,727,1,1,4.87,4.8,9.93,0,0,2576000.0
Alkola,2824,4,4,1.99,4.06,8.12,1,0,14301000.0
Sulebailu,1286,2,2,4.55,5.47,6.81,0,0,4497000.0
Alkola,3991,4,5,1.29,3.23,11.46,1,0,20691000.0
KHB Colony,2135,3,3,1.6,1.6,5.52,1,0,12350000.0
KHB Colony,833,1,1,1.2,1.16,6.22,0,0,4715000.0
Bommanakatte,634,1,1,4.43,6.75,10.4,1,0,2444000.0
KHB Colony,3636,4,4,1.85,2.45,11.79,0,0,20966000.0
KHB Colony,2843,4,4,1.79,1.37,1.73,1,0,16650000.0
Gopala,3968,4,4,2.85,1.52,1.83,1,0,21313000.0
Sulebailu,4034,4,4,4.38,7.43,3.07,1,0,15236000.0
KHB Colony,792,1,1,1.14,1.88,4.68,1,0,4610000.0
Bommanakatte,1675,3,3,2.56,4.86,7.09,0,0,6974000.0
Vinoba Nagar,1197,2,2,1.11,1.85,3.09,1,0,8106000.0
Sulebailu,2108,3,3,5.24,7.2,5.98,0,0,7703000.0
Sulebailu,4455,4,5,4.13,8.7,6.53,1,0,16979000.0
Gopala,1702,3,3,2.0,2.59,4.74,1,0,8989000.0
Vinoba Nagar,2007,3,4,1.54,1.73,6.31,1,1,13725000.0
Bommanakatte,1779,3,3,4.75,5.34,7.06,1,0,7364000.0
Gopala,801,1,1,2.64,3.75,9.6,0,0,3821000.0
Alkola,1809,3,3,1.09,3.68,6.83,1,0,8940000.0
Gadikoppa,2698,3,3,1.55,2.3,9.57,1,1,19879000.0
Gopala,3363,4,5,1.69,3.36,5.82,1,0,18205000.0
Vinoba Nagar,913,2,3,1.18,1.72,3.81,1,1,6444000.0
KHB Colony,2394,3,3,1.7,1.18,6.47,1,0,13777000.0
Vinoba Nagar,2185,3,3,0.8,1.38,5.5,1,1,15204000.0
Alkola,4337,4,5,1.1,3.82,7.16,1,0,21994000.0
Basavanagudi,1070,2,2,0.29,1.41,5.34,1,0,8287000.0
Sulebailu,1464,2,2,5.62,5.17,10.14,1,0,5450000.0
Sulebailu,4209,4,5,3.78,8.5,9.28,0,0,16247000.0
Basavanagudi,3836,4,4,0.72,0.59,8.5,1,0,28946000.0
Bommanakatte,3078,4,4,3.21,5.45,8.92,1,0,13091000.0
Basavanagudi,3281,4,4,0.6,0.23,1.04,1,0,24882000.0
Vinoba Nagar,3232,4,4,0.87,0.95,4.73,1,1,22202000.0
Gopala,3363,4,5,1.03,1.88,8.76,1,0,18547000.0
Alkola,4220,4,4,2.12,2.09,7.33,1,0,21357000.0
Gadikoppa,1556,2,2,2.22,1.95,1.05,0,1,11281000.0
Basavanagudi,4272,4,5,1.36,0.77,2.57,1,0,31951000.0
Vinoba Nagar,3187,4,4,1.78,1.97,10.7,1,1,21861000.0
KHB Colony,1694,3,4,1.96,1.35,2.95,1,0,9671000.0
Vinoba Nagar,2707,3,4,1.4,1.7,1.71,1,1,18757000.0
Basavanagudi,2470,3,3,0.57,0.86,9.87,0,0,18871000.0
Bommanakatte,3623,4,4,2.89,4.05,4.44,1,0,15389000.0
Basavanagudi,3736,4,4,0.56,0.72,9.56,1,0,27951000.0
Sulebailu,1144,2,2,5.48,6.21,5.38,1,0,3818000.0
KHB Colony,2158,3,3,1.1,2.05,1.63,0,0,12338000.0
Gopala,1591,2,2,1.87,3.5,9.13,1,0,8322000.0
Basavanagudi,3357,4,5,0.22,1.23,6.25,0,0,24948000.0
Bommanakatte,3003,4,4,4.65,6.13,6.3,1,0,12677000.0
Gopala,2167,3,3,2.35,2.51,11.25,0,0,11400000.0
Basavanagudi,3587,4,4,1.38,0.4,5.03,1,0,26768000.0
Basavanagudi,3997,4,5,0.49,1.41,10.99,1,0,29720000.0
Vinoba Nagar,2461,3,3,1.44,1.05,11.01,1,0,16780000.0
KHB Colony,1670,3,3,1.18,2.16,11.54,1,0,9569000.0
Basavanagudi,3446,4,4,0.64,1.31,5.78,0,0,25849000.0
Bommanakatte,3068,4,4,3.01,4.97,6.12,1,0,12892000.0
Alkola,2917,4,4,1.54,2.37,6.61,1,0,14829000.0
Sulebailu,3702,4,4,3.01,6.28,5.64,1,0,13825000.0
Alkola,3359,4,5,1.97,2.66,1.58,1,0,17139000.0
Sulebailu,2485,3,3,5.93,5.8,3.37,1,0,9367000.0
Alkola,1547,2,2,2.37,3.54,5.53,1,0,8079000.0
Basavanagudi,3028,4,4,1.04,1.11,8.02,1,0,22935000.0
Basavanagudi,3198,4,4,0.37,1.43,6.23,1,0,24057000.0
Sulebailu,3364,4,4,5.6,7.69,1.52,1,0,12920000.0
Vinoba Nagar,2799,3,4,0.84,2.26,1.22,1,1,19223000.0
Bommanakatte,1195,2,2,3.85,6.03,8.73,1,0,4852000.0
Alkola,3917,4,4,2.43,3.61,4.28,0,0,19649000.0
Sulebailu,2086,3,3,3.6,7.41,1.67,1,0,7962000.0
Sulebailu,1539,2,2,5.25,8.31,9.48,0,0,5432000.0
Gadikoppa,2416,3,3,2.19,1.61,5.72,1,0,17164000.0
Gadikoppa,3275,4,4,1.2,2.39,2.76,1,1,24047000.0
KHB Colony,3270,4,4,1.66,1.78,5.06,1,0,18903000.0
Gadikoppa,2996,4,4,2.17,1.2,8.43,1,0,21619000.0
KHB Colony,2926,4,5,1.04,2.81,1.81,1,0,16786000.0
Vinoba Nagar,4221,4,4,0.96,2.22,8.71,1,0,28825000.0
Gadikoppa,4091,4,5,2.12,1.52,8.0,1,1,29855000.0
Sulebailu,1001,2,2,3.46,8.45,3.93,1,0,3486000.0
Gopala,2325,3,4,2.38,3.46,9.75,0,0,12298000.0
Alkola,2463,3,3,1.45,3.17,4.0,1,0,12495000.0
Sulebailu,856,1,1,4.38,5.06,4.12,1,0,3215000.0
Basavanagudi,3823,4,4,0.64,0.7,3.67,1,0,28714000.0
KHB Colony,3227,4,4,1.22,2.61,1.64,1,0,18703000.0
Vinoba Nagar,2993,4,4,1.0,2.03,5.76,1,1,20343000.0
Vinoba Nagar,3058,4,5,1.88,1.88,2.4,1,1,21117000.0
Sulebailu,3636,4,5,3.71,8.56,1.1,1,0,13820000.0
Bommanakatte,4006,4,5,2.57,4.73,10.7,1,0,17127000.0
Sulebailu,1148,2,2,4.22,5.77,6.69,1,0,4284000.0
KHB Colony,708,1,2,1.53,2.76,5.51,1,0,4334000.0
Gadikoppa,877,1,1,1.15,2.89,4.11,1,1,6484000.0
Gopala,3394,4,4,2.25,3.17,2.39,1,0,18051000.0
Vinoba Nagar,3436,4,4,0.9,2.37,8.92,1,0,23688000.0
Bommanakatte,1706,3,4,4.91,6.67,3.97,1,0,6822000.0
Alkola,981,2,2,1.47,3.45,9.03,1,0,5159000.0
Vinoba Nagar,2615,3,4,1.79,1.42,3.89,1,1,18126000.0
Bommanakatte,1674,3,3,4.37,4.29,6.24,1,0,6852000.0
Gopala,1524,2,2,1.82,3.45,9.48,1,0,8249000.0
KHB Colony,2970,4,4,1.38,2.0,7.66,1,0,17420000.0
Basavanagudi,3911,4,4,0.9,0.37,9.43,1,0,28892000.0
Gopala,4010,4,4,1.27,2.8,2.24,1,0,21542000.0
KHB Colony,2858,4,4,1.79,1.91,2.88,1,0,16450000.0
Gadikoppa,2653,3,4,1.72,2.13,8.86,1,1,19220000.0
Sulebailu,4463,4,4,4.64,7.28,4.77,1,0,16921000.0
Vinoba Nagar,2484,3,3,0.93,2.28,5.05,0,1,17029000.0
Gopala,2159,3,3,1.04,3.0,8.65,1,0,11537000.0
Sulebailu,690,1,1,4.61,5.68,4.55,1,0,2184000.0
Vinoba Nagar,4347,4,4,1.97,2.35,9.64,1,1,29961000.0
Sulebailu,804,1,1,5.23,5.32,1.53,1,0,2952000.0
Gopala,1403,2,3,1.29,1.57,1.79,1,0,7580000.0
Basavanagudi,2707,3,3,1.49,1.06,1.56,0,0,20197000.0
Vinoba Nagar,3829,4,4,1.89,2.4,7.1,1,1,26352000.0
Sulebailu,2224,3,4,4.93,7.35,10.85,1,0,8324000.0
Vinoba Nagar,2575,3,3,0.94,1.25,8.37,0,0,17400000.0
Alkola,2704,3,3,1.6,2.38,5.86,1,0,13625000.0
Gadikoppa,3759,4,4,0.97,2.22,5.43,1,1,27317000.0
Sulebailu,2721,3,3,3.71,5.39,7.34,1,0,10365000.0
Sulebailu,2445,3,3,4.27,5.51,2.35,1,0,9078000.0
Basavanagudi,2178,3,3,0.92,1.04,1.15,0,0,16103000.0
Gopala,3309,4,4,1.47,2.17,8.2,1,0,17938000.0
Gopala,3327,4,4,1.99,2.95,3.08,1,0,18064000.0
Alkola,3285,4,4,1.18,2.2,6.8,1,0,16973000.0
Alkola,606,1,2,1.65,2.44,11.86,1,0,2893000.0
Vinoba Nagar,2085,3,3,0.93,1.35,8.15,0,1,14457000.0
KHB Colony,4389,4,4,1.06,1.32,10.85,1,0,25601000.0
Sulebailu,3413,4,4,3.65,7.68,11.68,0,0,13087000.0
Vinoba Nagar,3582,4,4,1.17,1.01,10.08,1,1,24470000.0
Bommanakatte,1271,2,2,2.99,6.07,5.29,1,0,5138000.0
Alkola,2316,3,3,1.15,2.77,8.3,1,0,11743000.0
Basavanagudi,2833,4,4,0.23,1.37,3.32,1,0,21062000.0
Vinoba Nagar,1723,3,4,1.46,0.65,2.48,1,1,12041000.0
KHB Colony,1051,2,2,1.12,2.07,5.81,1,0,6372000.0
Gadikoppa,3938,4,4,2.5,2.22,5.45,1,0,27950000.0
Vinoba Nagar,3538,4,4,1.06,1.27,10.2,1,1,24252000.0
Vinoba Nagar,4344,4,4,0.56,2.24,6.64,1,1,29749000.0
Gopala,1163,2,3,1.88,2.74,5.44,1,0,6386000.0
Vinoba Nagar,2895,4,4,1.4,2.11,2.2,1,1,20045000.0
Gadikoppa,2956,4,5,2.2,1.43,8.36,1,1,21497000.0
Vinoba Nagar,2768,3,4,1.34,2.39,5.56,1,1,19048000.0
Sulebailu,1398,2,2,3.72,8.15,1.62,1,0,4956000.0
Vinoba Nagar,2753,3,3,1.59,1.21,7.74,1,1,18744000.0
KHB Colony,3692,4,5,1.22,2.0,10.24,1,0,21538000.0
KHB Colony,3031,4,4,1.4,1.79,3.11,0,0,17459000.0
Gopala,2356,3,4,2.56,2.13,10.13,1,0,12663000.0
Alkola,2473,3,3,1.99,3.16,7.94,1,0,12542000.0
Sulebailu,2263,3,3,5.21,7.66,2.25,1,0,8202000.0
KHB Colony,980,2,2,1.92,1.11,10.03,0,0,5646000.0
Sulebailu,1144,2,2,3.03,5.67,7.39,1,0,3910000.0
Gadikoppa,3730,4,4,1.84,1.79,1.01,0,1,26768000.0
Gopala,2260,3,3,1.15,1.98,10.24,1,0,12482000.0
Gopala,1288,2,3,2.98,2.02,1.13,1,0,7016000.0
Gopala,1289,2,2,2.81,2.3,8.37,0,0,6545000.0
Gadikoppa,1094,2,2,0.92,1.63,2.97,1,1,8067000.0
Gadikoppa,3235,4,4,2.44,1.88,10.47,1,0,23007000.0
Alkola,2680,3,3,1.98,4.22,5.84,1,0,13539000.0
Vinoba Nagar,3727,4,4,1.98,1.83,1.48,1,1,25770000.0
KHB Colony,2189,3,3,1.97,1.09,4.91,1,0,12810000.0
Sulebailu,4283,4,4,5.06,8.12,1.22,1,0,16469000.0
Alkola,2468,3,3,2.21,2.47,2.21,1,0,12557000.0
KHB Colony,3375,4,4,1.3,1.63,8.38,0,0,19416000.0
Basavanagudi,3481,4,4,0.74,1.19,2.92,1,0,26285000.0
Vinoba Nagar,1780,3,3,0.9,2.36,2.9,1,1,12318000.0
Alkola,1141,2,2,2.12,2.78,4.37,1,0,5838000.0
KHB Colony,2616,3,3,1.41,2.38,4.78,1,0,14931000.0
Vinoba Nagar,1116,2,2,1.47,1.21,1.54,0,1,7701000.0
KHB Colony,3680,4,5,1.37,1.47,5.92,0,0,21454000.0
Basavanagudi,3950,4,4,1.4,0.75,11.84,1,0,29735000.0
Gadikoppa,2173,3,4,1.35,2.87,6.97,1,0,15650000.0
Gadikoppa,1760,3,3,0.68,2.27,11.06,1,1,12924000.0
Basavanagudi,1679,3,3,0.59,0.8,7.59,0,0,12421000.0
Bommanakatte,1812,3,3,4.16,4.47,8.57,0,0,7175000.0
Basavanagudi,2821,4,4,1.35,1.36,3.16,1,0,21118000.0
Gadikoppa,1892,3,3,1.93,2.32,7.87,1,1,13828000.0
Sulebailu,1037,2,2,3.75,6.3,4.68,0,0,3523000.0
Alkola,1724,3,3,2.35,3.3,6.01,0,0,8540000.0
Alkola,901,2,2,1.04,3.45,7.04,1,0,4658000.0
Bommanakatte,3905,4,4,4.32,4.0,11.31,0,0,16300000.0
Gadikoppa,2671,3,3,1.84,1.64,5.19,1,0,19093000.0
Gopala,643,1,1,1.48,2.54,7.77,1,0,3125000.0
Alkola,2515,3,3,1.98,2.18,7.94,1,0,12696000.0
Gopala,2302,3,3,2.11,3.64,11.23,0,0,11875000.0
Gadikoppa,759,1,2,2.13,1.07,6.81,1,0,5287000.0
Sulebailu,4245,4,4,4.41,6.64,3.6,1,0,16278000.0
Basavanagudi,3927,4,4,0.84,0.35,1.15,1,0,29426000.0
Vinoba Nagar,2526,3,3,0.94,1.49,5.63,1,0,17175000.0
Gopala,4406,4,5,1.02,3.07,4.48,1,0,23715000.0
Gopala,3529,4,4,1.72,1.52,10.23,0,0,19254000.0
Gopala,3015,4,4,2.29,1.61,1.59,1,0,16532000.0
Vinoba Nagar,1327,2,2,0.66,2.15,3.31,1,1,9092000.0
Vinoba Nagar,1358,2,3,1.56,1.47,10.86,1,1,9401000.0
Basavanagudi,4491,4,4,0.62,1.22,9.35,1,0,33740000.0
Gadikoppa,2032,3,3,0.68,2.61,8.36,1,1,14810000.0
KHB Colony,2648,3,3,1.77,1.89,6.2,1,0,15321000.0
KHB Colony,1015,2,3,1.32,1.63,7.97,0,0,5614000.0
Basavanagudi,3270,4,5,0.32,1.15,4.57,1,0,24604000.0
Alkola,726,1,1,2.5,4.22,1.53,1,0,3480000.0
Sulebailu,3776,4,4,3.44,8.62,11.66,1,0,14454000.0
Gopala,3323,4,5,1.16,3.23,9.63,1,0,18074000.0
Gadikoppa,3097,4,4,2.5,1.49,9.4,1,0,22397000.0
Alkola,2289,3,3,1.13,2.65,1.21,0,0,11752000.0
KHB Colony,4052,4,4,1.41,1.04,3.98,1,0,23748000.0
Alkola,607,1,1,1.72,2.81,10.23,1,0,3142000.0
Gadikoppa,3444,4,5,1.87,2.83,7.69,1,1,24733000.0
KHB Colony,3920,4,4,1.74,1.61,4.8,1,0,22844000.0
Gadikoppa,1872,3,3,0.62,2.64,2.02,1,0,13629000.0
Bommanakatte,3322,4,4,3.5,4.9,9.84,1,0,14133000.0
Bommanakatte,3692,4,4,3.12,5.01,7.48,1,0,15548000.0
Bommanakatte,660,1,1,4.55,4.18,7.72,1,0,2697000.0
Vinoba Nagar,3892,4,4,1.78,2.05,3.96,1,1,26635000.0
Gopala,3785,4,4,1.2,3.36,9.86,1,0,20297000.0
Vinoba Nagar,2079,3,3,1.16,0.73,8.76,1,1,14304000.0
Gadikoppa,1819,3,3,1.16,2.72,2.35,1,1,13465000.0
Basavanagudi,3644,4,5,0.21,0.51,10.02,1,0,27371000.0
Vinoba Nagar,1393,2,3,1.0,1.06,7.11,1,1,9675000.0
Gopala,1716,3,3,1.72,3.44,9.13,1,0,9413000.0
KHB Colony,1718,3,3,1.23,1.48,5.1,1,0,9617000.0
Basavanagudi,1885,3,4,0.62,1.39,5.5,1,0,14155000.0
Gopala,4433,4,4,1.77,3.89,11.02,1,0,23773000.0
Vinoba Nagar,1617,3,4,1.44,1.87,2.38,1,0,10689000.0
Gopala,766,1,1,2.65,2.99,9.73,1,0,4003000.0
Basavanagudi,3298,4,4,0.24,0.64,2.19,1,0,25250000.0
Sulebailu,2140,3,3,5.37,5.53,4.42,1,0,8127000.0
Basavanagudi,2285,3,3,1.34,0.74,5.43,0,0,17309000.0
Sulebailu,2838,4,4,5.34,6.46,3.66,1,0,10758000.0
Bommanakatte,1471,2,2,2.76,6.12,6.5,1,0,6149000.0
Alkola,780,1,1,1.74,3.8,11.32,0,0,3621000.0
Sulebailu,3342,4,4,3.32,8.95,7.81,1,0,12566000.0
KHB Colony,3539,4,4,1.98,1.4,2.48,0,0,20262000.0
KHB Colony,4366,4,4,1.0,1.45,4.74,1,0,25148000.0
Basavanagudi,2769,3,3,0.23,0.38,8.65,0,0,20758000.0
Gopala,3400,4,4,2.52,2.96,8.58,1,0,18477000.0
Vinoba Nagar,2071,3,3,1.2,2.25,9.92,1,1,14210000.0
Basavanagudi,1875,3,3,0.68,0.34,8.58,1,0,14211000.0
Basavanagudi,2573,3,4,0.52,0.64,2.85,1,0,19420000.0
Alkola,1874,3,3,1.64,2.01,4.45,1,0,9436000.0
Gadikoppa,1399,2,2,2.32,1.2,1.54,0,1,10060000.0
Gadikoppa,2415,3,3,1.41,2.37,4.96,1,0,17566000.0
Bommanakatte,4179,4,4,3.01,4.74,11.96,0,0,17557000.0
Vinoba Nagar,2270,3,3,1.69,0.67,3.02,1,0,15291000.0
Gadikoppa,1856,3,3,1.18,1.22,1.77,1,1,13819000.0
Gadikoppa,929,2,2,1.34,1.8,1.29,1,1,6845000.0
Gopala,4170,4,4,1.88,1.54,1.82,1,0,22633000.0
Gopala,2155,3,3,1.14,1.97,9.48,1,0,11882000.0
Gopala,1801,3,3,2.58,2.15,8.8,1,0,9849000.0
Bommanakatte,3928,4,4,2.95,5.01,5.6,1,0,16430000.0
Basavanagudi,4497,4,4,0.71,0.59,10.54,1,0,33792000.0
Bommanakatte,1174,2,2,2.83,6.09,3.27,1,0,4797000.0
Sulebailu,1877,3,3,5.41,6.73,9.64,1,0,7097000.0
Gadikoppa,1583,2,2,1.43,2.57,10.04,1,0,11449000.0
KHB Colony,967,2,2,1.03,1.94,8.11,1,0,5624000.0
Alkola,3787,4,4,1.82,2.49,4.49,1,0,19175000.0
Vinoba Nagar,2384,3,3,0.7,0.97,5.99,1,1,16494000.0
Sulebailu,1536,2,2,4.86,5.45,2.72,1,0,5900000.0
Alkola,1865,3,3,1.26,2.57,7.33,1,0,9402000.0
Gopala,4260,4,5,2.33,3.63,3.84,1,0,22771000.0
KHB Colony,3524,4,5,1.96,2.43,9.67,1,0,20422000.0
Sulebailu,2303,3,3,5.58,8.83,6.49,1,0,8663000.0
KHB Colony,1268,2,2,1.0,1.48,6.61,1,0,7750000.0
Vinoba Nagar,1819,3,3,1.03,1.4,2.47,0,1,12689000.0
Alkola,4407,4,4,1.38,2.57,1.13,0,0,22366000.0
Bommanakatte,3327,4,5,4.96,4.93,2.43,0,0,13760000.0
Gadikoppa,2679,3,3,0.99,1.9,1.24,1,1,19534000.0
Sulebailu,2418,3,3,4.96,6.66,2.98,1,0,9232000.0
Sulebailu,1048,2,2,5.02,5.46,8.64,1,0,3798000.0
Vinoba Nagar,3087,4,5,1.46,1.26,11.52,1,1,21177000.0
KHB Colony,4453,4,4,1.25,1.87,6.72,1,0,25913000.0
Sulebailu,910,2,2,3.85,6.77,2.88,1,0,3161000.0
Vinoba Nagar,3665,4,4,1.93,0.51,3.73,1,1,25192000.0
Basavanagudi,2994,4,4,0.32,0.87,3.55,0,0,22357000.0
Gadikoppa,1356,2,2,0.87,2.96,11.94,1,0,9792000.0
Vinoba Nagar,858,1,1,0.96,1.06,11.69,0,1,5908000.0
Basavanagudi,1162,2,2,1.13,1.09,4.51,1,0,8835000.0
Vinoba Nagar,1900,3,3,1.19,2.19,5.98,1,0,13105000.0
Gadikoppa,1631,3,3,2.06,2.36,7.99,1,0,11337000.0
Vinoba Nagar,1154,2,2,1.31,1.15,2.5,1,1,8119000.0
Basavanagudi,3133,4,4,1.06,0.72,6.65,1,0,23713000.0
Sulebailu,3566,4,4,3.29,8.66,2.0,1,0,13289000.0
Bommanakatte,4135,4,5,3.98,6.32,10.11,0,0,17092000.0
KHB Colony,2592,3,3,1.88,1.97,6.96,1,0,14993000.0
Vinoba Nagar,3379,4,4,1.08,1.07,3.95,1,0,23168000.0
Alkola,3404,4,5,1.52,2.15,3.97,1,0,17309000.0
Vinoba Nagar,2710,3,4,1.66,2.1,6.92,1,0,18466000.0
Sulebailu,3931,4,4,4.97,5.03,11.2,0,0,14695000.0
KHB Colony,2417,3,3,1.75,2.65,10.67,1,0,13720000.0
Sulebailu,998,2,3,4.46,5.62,5.07,1,0,3851000.0
Alkola,1061,2,2,2.44,2.24,1.16,0,0,4926000.0
Vinoba Nagar,659,1,2,1.25,2.2,1.22,1,0,4417000.0
Alkola,845,1,1,1.33,2.09,5.5,1,0,4415000.0
Alkola,3799,4,4,1.69,3.52,7.65,1,0,19054000.0
Basavanagudi,3104,4,4,0.78,0.77,2.0,1,0,23278000.0
Bommanakatte,2796,3,4,3.53,4.68,7.42,1,0,12063000.0
KHB Colony,3121,4,5,1.88,1.87,5.53,0,0,17584000.0
Bommanakatte,2890,4,4,3.9,6.12,2.95,1,0,12136000.0
Gopala,2202,3,4,1.65,1.86,8.81,1,0,11715000.0
Basavanagudi,3246,4,5,1.25,0.43,7.67,1,0,24157000.0
Sulebailu,2510,3,3,3.56,6.71,8.24,1,0,9612000.0
Alkola,1779,3,3,1.91,4.41,7.48,1,0,9062000.0
Gopala,4269,4,4,1.47,2.16,6.55,1,0,23062000.0
KHB Colony,2733,3,4,1.72,2.61,4.18,1,0,15953000.0
Gadikoppa,3646,4,4,1.88,2.77,6.45,1,1,26370000.0
KHB Colony,1475,2,2,1.87,2.45,5.44,1,0,8311000.0
Basavanagudi,1202,2,2,0.53,0.79,5.24,1,0,8972000.0
Bommanakatte,1753,3,4,2.72,5.77,7.59,1,0,7226000.0
Alkola,1059,2,2,1.22,2.26,2.36,0,0,5235000.0
